NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
2239,DEPUTADO FEDERAL,RITA DE CASSIA BERNANRDES,304
2244,DEPUTADO FEDERAL,LUCIANO LEDUR PERSCH,4028
2245,DEPUTADO FEDERAL,CLAUDINO FARIAS MURILLO JUNIOR,5636
2250,DEPUTADO FEDERAL,ADRIANA LEITE DA SILVA,2790
2255,DEPUTADO FEDERAL,ERIC LINS GRILO,31089
2266,DEPUTADO FEDERAL,MARCOS ANTÃNIO LANDO,7444
2270,DEPUTADO FEDERAL,PAULA MELINA TABORDA LEMOS,2949
2275,DEPUTADO FEDERAL,JORGE GABRIEL BARROS DE ALMEIDA,796
2277,DEPUTADO FEDERAL,JOCELIN AZAMBUJA,714
2278,DEPUTADO FEDERAL,EWERTON SADI FALK BRASIL,4296
2288,DEPUTADO FEDERAL,CLARICE CHIOMENTO MINOZZO,2576
2299,DEPUTADO FEDERAL,JULIO CESAR DE SOUZA GONÃALVES,3512
2308,DEPUTADO FEDERAL,GRACIANO ANIBAL LIMA SAIS,1072
2311,DEPUTADO FEDERAL,ARTHUR CAUDURO,1553
2316,DEPUTADO FEDERAL,LUIS ANTONIO ZAMBONI,230
2322,DEPUTADO FEDERAL,JOSE CARLOS SOARES,1103
2323,DEPUTADO FEDERAL,ANY MACHADO ORTIZ,119039
2344,DEPUTADO FEDERAL,BRUNA DIBURCIO PINHEIRO,136
2345,DEPUTADO FEDERAL,LUIZ JACOMINI RIGHI FILHO,1710
2399,DEPUTADO FEDERAL,FABIANA BELING CAMPOS ALMEIDA,87
2700,DEPUTADO FEDERAL,EDISON MARTINS DE SOUZA JUNIOR,85
2701,DEPUTADO FEDERAL,RAQUEL MOTTA MARTINS MORSCH,192
2707,DEPUTADO FEDERAL,CRISTIANE MONTEIRO SEVERO,98
2712,DEPUTADO FEDERAL,ELISON LOPES DOMINGUES,3
2723,DEPUTADO FEDERAL,JOSÃ LUIZ DE OLIVEIRA FERREIRA,130
2727,DEPUTADO FEDERAL,ELIAS VIDAL MATTOS DE LEMOS,131
2770,DEPUTADO FEDERAL,SILVIA MARIA PEREIRA DA COSTA,12
2772,DEPUTADO FEDERAL,THARLY VANESSA ALEIXO DOS SANTOS,36
2777,DEPUTADO FEDERAL,WILLIAM SILVA MONTEIRO,367
2800,DEPUTADO FEDERAL,CARMEN ZOLEIKE FLORES INACIO,979
2822,DEPUTADO FEDERAL,ADEMAR RODRIGUES DE MORAES,210
2828,DEPUTADO FEDERAL,GILSO DA SILVA SARMENTO,394
2833,DEPUTADO FEDERAL,SHAIANE DA SILVA RODRIGUES DE CASTRO,11
2862,DEPUTADO FEDERAL,MARIA DO CARMO FONTELLA ARAUJO,104
2877,DEPUTADO FEDERAL,FRANCISCO CARLOS SOUZA SUMAQUE FILHO,7
2882,DEPUTADO FEDERAL,ERINEI ARMANDO LOCATELLI,197
2888,DEPUTADO FEDERAL,ROBERTO CARLOS SARTURI,525
